,pair,port_A,port_B,time,sync_index,id,x_pos,y_pos,z_pos,x_A_raw,y_A_raw,x_B_raw,y_B_raw,x_A_undistorted,y_A_undistorted,x_B_undistorted,y_B_undistorted
21,"(0, 2)",0,2,462.3573037,24,8,0.09306233376264572,0.151262566447258,0.8496485948562622,578.1323852539062,395.2763671875,728.5894775390625,270.24200439453125,577.4420776367188,393.8880310058594,725.0503540039062,269.95941162109375
22,"(0, 2)",0,2,462.3573037,24,9,0.04905393719673157,0.249024897813797,0.8986748456954956,550.4312133789062,448.3260192871094,689.8192749023438,321.5724182128906,549.847412109375,444.8663635253906,687.5311279296875,320.61590576171875
23,"(0, 2)",0,2,462.3573037,24,10,0.04481387138366699,0.20270223915576935,0.8779815435409546,548.3392944335938,423.480712890625,695.5376586914062,297.62030029296875,547.9265747070312,421.264404296875,693.226318359375,297.02490234375
24,"(0, 2)",0,2,462.3573037,24,11,0.03766968846321106,0.15437059104442596,0.8536399006843567,544.4998779296875,396.8083801269531,701.6947631835938,271.6233215332031,544.25634765625,395.593994140625,699.2679443359375,271.3911437988281
25,"(1, 2)",1,2,462.359193625,24,2,0.19412845373153687,0.14697809517383575,0.8325636982917786,962.7789916992188,503.3013610839844,780.447998046875,267.59075927734375,962.960205078125,501.81591796875,774.3032836914062,267.2055358886719
26,"(1, 2)",1,2,462.359193625,24,5,0.14370891451835632,0.1487945318222046,0.8435525298118591,897.8220825195312,510.16796875,753.45361328125,268.72222900390625,896.8636474609375,508.5597229003906,748.7280883789062,268.39715576171875
27,"(0, 1)",0,1,462.53204005,25,2,0.19593842327594757,0.13128338754177094,0.826080858707428,644.3768310546875,386.23016357421875,964.6026611328125,481.8455505371094,642.1630859375,384.243408203125,964.73388671875,480.38629150390625
28,"(0, 1)",0,1,462.53204005,25,5,0.14453889429569244,0.13345776498317719,0.833084225654602,611.3372192382812,386.7074279785156,900.1309814453125,487.68902587890625,610.0829467773438,385.2024230957031,899.2421875,486.2130126953125
29,"(0, 1)",0,1,462.53204005,25,8,0.09368699789047241,0.13533088564872742,0.8415329456329346,579.96484375,387.2658996582031,834.4823608398438,493.4124450683594,579.3170776367188,386.0959167480469,833.69482421875,492.18548583984375
30,"(0, 1)",0,1,462.53204005,25,11,0.041338905692100525,0.1385444849729538,0.8446704745292664,548.1448364257812,389.0829772949219,769.4178466796875,498.5289001464844,547.8917236328125,388.0765686035156,768.9224243164062,497.59588623046875
31,"(0, 2)",0,2,462.530939775,25,2,0.19720172882080078,0.1323813647031784,0.8324228525161743,644.3768310546875,386.23016357421875,781.5274658203125,260.24652099609375,642.1630859375,384.243408203125,775.3452758789062,260.0426330566406
32,"(0, 2)",0,2,462.530939775,25,4,0.14979097247123718,0.182272806763649,0.8582389950752258,612.3209228515625,414.37518310546875,749.6552734375,286.5818786621094,610.6528930664062,411.8726806640625,745.0460815429688,285.8816223144531
33,"(0, 2)",0,2,462.530939775,25,5,0.14556580781936646,0.133469358086586,0.8401589393615723,611.3372192382812,386.7074279785156,755.618896484375,259.6882629394531,610.0829467773438,385.2024230957031,750.8057250976562,259.5540466308594
34,"(0, 2)",0,2,462.530939775,25,6,0.10359528660774231,0.23193447291851044,0.8852828741073608,582.824951171875,440.6604309082031,718.6652221679688,312.34674072265625,581.5676879882812,437.3291015625,715.326171875,311.3143005371094
35,"(0, 2)",0,2,462.530939775,25,7,0.09805571287870407,0.1840064823627472,0.8661920428276062,580.3924560546875,413.93682861328125,723.889892578125,287.5179443359375,579.4813232421875,411.86614990234375,720.49169921875,286.93524169921875
36,"(0, 2)",0,2,462.530939775,25,8,0.09531068801879883,0.13580746948719025,0.8452888131141663,579.96484375,387.2658996582031,731.19921875,260.7599182128906,579.3170776367188,386.0959167480469,727.5623779296875,260.6457214355469
37,"(0, 2)",0,2,462.530939775,25,9,0.05220519006252289,0.2340249866247177,0.8946636319160461,552.44482421875,440.5924377441406,692.5115966796875,313.1954650878906,551.8638305664062,437.5373840332031,690.199462890625,312.3650207519531
38,"(0, 2)",0,2,462.530939775,25,10,0.047526173293590546,0.18719804286956787,0.8733975291252136,550.20654296875,415.54022216796875,698.2969970703125,288.5465087890625,549.803955078125,413.6438903808594,695.9339599609375,288.0760192871094
39,"(0, 2)",0,2,462.530939775,25,11,0.04330914840102196,0.1397320181131363,0.8529421091079712,548.1448364257812,389.0829772949219,704.3516845703125,262.3919372558594,547.8917236328125,388.0765686035156,701.8417358398438,262.2894287109375
40,"(1, 2)",1,2,462.531548725,25,2,0.1979113668203354,0.13024389743804932,0.8306366801261902,964.6026611328125,481.8455505371094,781.5274658203125,260.24652099609375,964.73388671875,480.38629150390625,775.3452758789062,260.0426330566406
41,"(1, 2)",1,2,462.531548725,25,5,0.14813201129436493,0.1307525932788849,0.8416597843170166,900.1309814453125,487.68902587890625,755.618896484375,259.6882629394531,899.2421875,486.2130126953125,750.8057250976562,259.5540466308594
42,"(1, 2)",1,2,462.531548725,25,8,0.09429304301738739,0.13448940217494965,0.8439658284187317,834.4823608398438,493.4124450683594,731.19921875,260.7599182128906,833.69482421875,492.18548583984375,727.5623779296875,260.6457214355469
43,"(1, 2)",1,2,462.531548725,25,11,0.042603086680173874,0.13682538270950317,0.8504360318183899,769.4178466796875,498.5289001464844,704.3516845703125,262.3919372558594,768.9224243164062,497.59588623046875,701.8417358398438,262.2894287109375
44,"(0, 1)",0,1,462.706252875,26,2,0.20105497539043427,0.11848785728216171,0.8306165933609009,646.5443725585938,377.51971435546875,965.1734619140625,468.9385986328125,644.3944702148438,375.7684631347656,965.2802124023438,467.49847412109375
45,"(0, 1)",0,1,462.706252875,26,5,0.14924487471580505,0.11978600174188614,0.8416981101036072,612.4921875,376.9075012207031,898.9285278320312,475.48162841796875,611.3341064453125,375.65948486328125,898.0780639648438,474.0809631347656
46,"(0, 1)",0,1,462.706252875,26,8,0.0985230877995491,0.12010562419891357,0.8529782295227051,581.485595703125,376.4413146972656,832.8716430664062,480.5152893066406,580.9087524414062,375.5330505371094,832.16064453125,479.3875732421875
47,"(0, 2)",0,2,462.7046717,26,2,0.20054319500923157,0.11905098706483841,0.83011794090271,646.5443725585938,377.51971435546875,784.2152099609375,253.4000701904297,644.3944702148438,375.7684631347656,777.900634765625,253.3627166748047
48,"(0, 2)",0,2,462.7046717,26,3,0.15700139105319977,0.2137734591960907,0.8825594782829285,614.5650634765625,431.09893798828125,742.4517822265625,301.868896484375,612.5696411132812,427.80047607421875,738.1013793945312,300.87322998046875
49,"(0, 2)",0,2,462.7046717,26,4,0.15144887566566467,0.16935189068317413,0.8600942492485046,612.7588500976562,405.33349609375,749.8800048828125,280.255126953125,611.2125854492188,403.1826477050781,745.290771484375,279.6929016113281
50,"(0, 2)",0,2,462.7046717,26,5,0.14805369079113007,0.11887823790311813,0.8407192230224609,612.4921875,376.9075012207031,756.738037109375,252.21624755859375,611.3341064453125,375.65948486328125,751.8782958984375,252.2429962158203
51,"(0, 2)",0,2,462.7046717,26,7,0.099729023873806,0.16855747997760773,0.8688436150550842,580.9219970703125,403.6151123046875,723.8092041015625,279.53680419921875,580.1046752929688,401.924560546875,720.4511108398438,279.10137939453125
52,"(0, 2)",0,2,462.7046717,26,8,0.09852160513401031,0.11990036070346832,0.846358597278595,581.485595703125,376.4413146972656,732.5431518554688,252.6934356689453,580.9087524414062,375.5330505371094,728.85302734375,252.72677612304688
53,"(0, 2)",0,2,462.7046717,26,10,0.047474347054958344,0.17043524980545044,0.8740819692611694,549.8742065429688,404.5933532714844,698.289306640625,279.94073486328125,549.53076171875,403.1030578613281,695.9634399414062,279.5982360839844
54,"(0, 2)",0,2,462.7046717,26,11,0.04554276540875435,0.12183430045843124,0.8565136194229126,549.107666015625,377.1669921875,704.29296875,252.9319610595703,548.893798828125,376.4488525390625,701.7916870117188,252.9677734375
55,"(1, 2)",1,2,462.706539275,26,2,0.2000732570886612,0.11940138041973114,0.8287153840065002,965.1734619140625,468.9385986328125,784.2152099609375,253.4000701904297,965.2802124023438,467.49847412109375,777.900634765625,253.3627166748047
56,"(1, 2)",1,2,462.706539275,26,5,0.15043140947818756,0.11896876990795135,0.8437551856040955,898.9285278320312,475.48162841796875,756.738037109375,252.21624755859375,898.0780639648438,474.0809631347656,751.8782958984375,252.2429962158203
57,"(1, 2)",1,2,462.706539275,26,8,0.09575652331113815,0.12235605716705322,0.8453410863876343,832.8716430664062,480.5152893066406,732.5431518554688,252.6934356689453,832.16064453125,479.3875732421875,728.85302734375,252.72677612304688
58,"(0, 1)",0,1,462.8786437,27,2,0.20007631182670593,0.11083926260471344,0.8330999612808228,645.7173461914062,372.5688171386719,960.802001953125,461.2316589355469,643.6717529296875,370.97259521484375,960.7607421875,459.79730224609375
59,"(0, 1)",0,1,462.8786437,27,5,0.14686016738414764,0.11287336051464081,0.8387921452522278,612.5794067382812,373.5238037109375,895.3348388671875,466.08392333984375,611.460205078125,372.3600158691406,894.5155029296875,464.7499694824219
60,"(0, 1)",0,1,462.8786437,27,8,0.09628733992576599,0.11241702735424042,0.8495538234710693,580.5733642578125,372.151123046875,829.904541015625,470.1785583496094,580.044677734375,371.34637451171875,829.263427734375,469.13323974609375
61,"(0, 2)",0,2,462.877633325,27,2,0.19864913821220398,0.11030857264995575,0.8277130722999573,645.7173461914062,372.5688171386719,784.4780883789062,248.25022888183594,643.6717529296875,370.97259521484375,778.1566162109375,248.34242248535156
62,"(0, 2)",0,2,462.877633325,27,3,0.15584741532802582,0.2066500186920166,0.8794662952423096,614.1577758789062,427.3153076171875,743.2046508789062,298.16119384765625,612.2357177734375,424.206787109375,738.84375,297.2433166503906
63,"(0, 2)",0,2,462.877633325,27,4,0.14879225194454193,0.1602833867073059,0.8562434911727905,611.7091064453125,401.1286926269531,750.1474609375,274.6405334472656,610.25048828125,399.1474609375,745.5679931640625,274.19879150390625
64,"(0, 2)",0,2,462.877633325,27,5,0.14772111177444458,0.11169668287038803,0.8399463295936584,612.5794067382812,373.5238037109375,756.7242431640625,247.39627075195312,611.460205078125,372.3600158691406,751.8680419921875,247.52789306640625
65,"(0, 2)",0,2,462.877633325,27,6,0.10343959182500839,0.2067589908838272,0.8853285908699036,582.5267333984375,425.57061767578125,718.6220703125,298.7906799316406,581.4471435546875,422.98175048828125,715.3868408203125,298.0269470214844
66,"(0, 2)",0,2,462.877633325,27,7,0.0986994281411171,0.16055072844028473,0.8665137887001038,580.5428466796875,399.5568542480469,724.1739501953125,274.7647399902344,579.7717895507812,398.00823974609375,720.8174438476562,274.4139404296875
67,"(0, 2)",0,2,462.877633325,27,8,0.09676185995340347,0.11172552406787872,0.845899760723114,580.5733642578125,372.151123046875,731.8255615234375,247.5138397216797,580.044677734375,371.34637451171875,728.1686401367188,247.64288330078125
68,"(0, 2)",0,2,462.877633325,27,9,0.04995940625667572,0.20771414041519165,0.8968892097473145,550.865234375,424.3954772949219,690.84375,299.12451171875,550.4054565429688,422.1259460449219,688.690673828125,298.5348205566406
69,"(0, 2)",0,2,462.877633325,27,10,0.04585346207022667,0.16223542392253876,0.8753048777580261,548.937744140625,399.9253234863281,697.035400390625,275.06353759765625,548.6282348632812,398.5945129394531,694.771728515625,274.7951354980469
70,"(0, 2)",0,2,462.877633325,27,11,0.04298713058233261,0.11288758367300034,0.8550063371658325,547.6692504882812,372.18927001953125,703.677978515625,247.58358764648438,547.4865112304688,371.5809020996094,701.1983032226562,247.69712829589844
71,"(1, 2)",1,2,462.878181875,27,2,0.19809092581272125,0.11216512322425842,0.8286310434341431,960.802001953125,461.2316589355469,784.4780883789062,248.25022888183594,960.7607421875,459.79730224609375,778.1566162109375,248.34242248535156
72,"(1, 2)",1,2,462.878181875,27,5,0.14874720573425293,0.11090049892663956,0.8429823517799377,895.3348388671875,466.08392333984375,756.7242431640625,247.39627075195312,894.5155029296875,464.7499694824219,751.8680419921875,247.52789306640625
73,"(1, 2)",1,2,462.878181875,27,8,0.09530721604824066,0.11292163282632828,0.8467167615890503,829.904541015625,470.1785583496094,731.8255615234375,247.5138397216797,829.263427734375,469.13323974609375,728.1686401367188,247.64288330078125
74,"(0, 1)",0,1,463.0503983,28,2,0.19692659378051758,0.08887945115566254,0.8261553645133972,644.3876953125,359.1448059082031,955.2765502929688,433.18255615234375,642.576171875,357.9091491699219,955.1072998046875,431.81658935546875
75,"(0, 1)",0,1,463.0503983,28,4,0.14831839501857758,0.13890589773654938,0.8538966178894043,610.384033203125,387.3328857421875,896.75048828125,502.8018493652344,609.1443481445312,385.82183837890625,895.8062744140625,501.24273681640625
76,"(0, 1)",0,1,463.0503983,28,5,0.1442766785621643,0.090111643075943,0.8336094617843628,610.639404296875,359.33819580078125,889.6934814453125,437.8852233886719,609.720458984375,358.5069885253906,889.0003662109375,436.7215576171875
77,"(0, 1)",0,1,463.0503983,28,7,0.09826976805925369,0.13880254328250885,0.8659490942955017,579.1932373046875,385.8728942871094,831.6973876953125,507.65582275390625,578.569580078125,384.7479248046875,830.8474731445312,506.33349609375
78,"(0, 1)",0,1,463.0503983,28,8,0.09471806138753891,0.08936804533004761,0.8478376269340515,578.9249877929688,357.7760925292969,824.4141845703125,443.3570251464844,578.5244750976562,357.2522277832031,823.940673828125,442.48797607421875
79,"(0, 1)",0,1,463.0503983,28,11,0.04136596992611885,0.09166638553142548,0.8519789576530457,545.64697265625,358.4676513671875,759.8829956054688,447.8139343261719,545.5235595703125,358.1015930175781,759.6558837890625,447.22021484375
80,"(0, 2)",0,2,463.04989172499995,28,2,0.19484613835811615,0.08843174576759338,0.8187547922134399,644.3876953125,359.1448059082031,787.2027587890625,236.1157989501953,642.576171875,357.9091491699219,780.7386474609375,236.5142364501953
81,"(0, 2)",0,2,463.04989172499995,28,3,0.15125353634357452,0.18259267508983612,0.8720281720161438,611.6640625,412.593505859375,744.65380859375,286.5325927734375,610.0407104492188,410.1744079589844,740.29248046875,285.86029052734375
82,"(0, 2)",0,2,463.04989172499995,28,4,0.1456243395805359,0.13702823221683502,0.8474933505058289,610.384033203125,387.3328857421875,752.698974609375,262.3349609375,609.1443481445312,385.82183837890625,748.0278930664062,262.1495361328125
83,"(0, 2)",0,2,463.04989172499995,28,5,0.14349153637886047,0.0890112966299057,0.8299891948699951,610.639404296875,359.33819580078125,759.592041015625,235.20933532714844,609.720458984375,358.5069885253906,754.5846557617188,235.61016845703125
84,"(0, 2)",0,2,463.04989172499995,28,6,0.10047686100006104,0.18458238244056702,0.8803597688674927,580.7855834960938,412.2629699707031,719.48779296875,287.6077575683594,579.8839111328125,410.25408935546875,716.28076171875,287.046142578125
85,"(0, 2)",0,2,463.04989172499995,28,7,0.09602492302656174,0.1373647302389145,0.8588858842849731,579.1932373046875,385.8728942871094,726.2515869140625,262.4479675292969,578.569580078125,384.7479248046875,722.8343505859375,262.311279296875
86,"(0, 2)",0,2,463.04989172499995,28,8,0.09396180510520935,0.08907634019851685,0.8394995927810669,578.9249877929688,357.7760925292969,733.615234375,235.43467712402344,578.5244750976562,357.2522277832031,729.8641357421875,235.7908477783203
87,"(0, 2)",0,2,463.04989172499995,28,11,0.03967438265681267,0.09059096872806549,0.8453547358512878,545.64697265625,358.4676513671875,706.2813720703125,235.4856719970703,545.5235595703125,358.1015930175781,703.683837890625,235.78341674804688
88,"(1, 2)",1,2,463.050688325,28,2,0.19409696757793427,0.09099884331226349,0.819816529750824,955.2765502929688,433.18255615234375,787.2027587890625,236.1157989501953,955.1072998046875,431.81658935546875,780.7386474609375,236.5142364501953
89,"(1, 2)",1,2,463.050688325,28,4,0.14830343425273895,0.13901671767234802,0.8524200916290283,896.75048828125,502.8018493652344,752.698974609375,262.3349609375,895.8062744140625,501.24273681640625,748.0278930664062,262.1495361328125
90,"(1, 2)",1,2,463.050688325,28,5,0.14425790309906006,0.08993538469076157,0.8328975439071655,889.6934814453125,437.8852233886719,759.592041015625,235.20933532714844,889.0003662109375,436.7215576171875,754.5846557617188,235.61016845703125
91,"(1, 2)",1,2,463.050688325,28,7,0.09748870879411697,0.13968989253044128,0.8623685240745544,831.6973876953125,507.65582275390625,726.2515869140625,262.4479675292969,830.8474731445312,506.33349609375,722.8343505859375,262.311279296875
92,"(1, 2)",1,2,463.050688325,28,8,0.09191518276929855,0.09207314252853394,0.839617908000946,824.4141845703125,443.3570251464844,733.615234375,235.43467712402344,823.940673828125,442.48797607421875,729.8641357421875,235.7908477783203
93,"(1, 2)",1,2,463.050688325,28,11,0.040874939411878586,0.09261776506900787,0.848760724067688,759.8829956054688,447.8139343261719,706.2813720703125,235.4856719970703,759.6558837890625,447.22021484375,703.683837890625,235.78341674804688
94,"(0, 1)",0,1,463.226395075,29,1,0.1947452872991562,0.11561866849660873,0.8342901468276978,642.1336669921875,375.39599609375,955.2091064453125,467.2726135253906,640.1661376953125,373.7752380371094,955.0256958007812,465.8182678222656
95,"(0, 1)",0,1,463.226395075,29,2,0.18951337039470673,0.06844765692949295,0.8126348853111267,643.3248291015625,347.90606689453125,947.6375122070312,403.53448486328125,641.687744140625,346.9241027832031,947.4088745117188,402.2633056640625
96,"(0, 1)",0,1,463.226395075,29,4,0.1418685019016266,0.11756008118391037,0.8405302166938782,609.221923828125,376.211669921875,889.6712036132812,472.2589111328125,608.1460571289062,375.021484375,888.8236083984375,470.9122619628906
97,"(0, 1)",0,1,463.226395075,29,5,0.13774147629737854,0.06977900117635727,0.8207112550735474,608.5675048828125,347.7852783203125,882.7731323242188,408.77001953125,607.80126953125,347.1741943359375,882.2338256835938,407.7607421875
98,"(0, 1)",0,1,463.226395075,29,7,0.09147820621728897,0.11807173490524292,0.8513762950897217,577.2652587890625,375.3027648925781,824.634765625,477.4992370605469,576.75634765625,374.45550537109375,823.980712890625,476.4343566894531
99,"(0, 1)",0,1,463.226395075,29,8,0.08805625885725021,0.06958945095539093,0.832825243473053,577.431884765625,347.37884521484375,817.7559814453125,413.9881286621094,577.1144409179688,347.01190185546875,817.4588012695312,413.2710266113281
100,"(0, 1)",0,1,463.226395075,29,10,0.03942006826400757,0.12024061381816864,0.8572390675544739,545.8206787109375,376.1908874511719,759.9932861328125,482.4529724121094,545.6388549804688,375.5064697265625,759.613525390625,481.6737365722656
101,"(0, 1)",0,1,463.226395075,29,11,0.03544764593243599,0.0722246840596199,0.8373210430145264,544.3240356445312,348.4990539550781,753.650390625,418.9194030761719,544.2349853515625,348.2637939453125,753.5550537109375,418.4538879394531
102,"(0, 2)",0,2,463.22536755,29,0,0.19768784940242767,0.1624550223350525,0.8550288081169128,641.904296875,403.3651428222656,771.3321533203125,275.6409912109375,639.4849243164062,400.80792236328125,765.650146484375,275.091064453125
103,"(0, 2)",0,2,463.22536755,29,1,0.1934342235326767,0.11386693269014359,0.8315102458000183,642.1336669921875,375.39599609375,780.2711791992188,249.41200256347656,640.1661376953125,373.7752380371094,774.1768798828125,249.4800262451172
104,"(0, 2)",0,2,463.22536755,29,2,0.1908947378396988,0.06772535294294357,0.810565173625946,643.3248291015625,347.90606689453125,789.152099609375,222.99143981933594,641.687744140625,346.9241027832031,782.5711669921875,223.72866821289062
105,"(0, 2)",0,2,463.22536755,29,3,0.14896239340305328,0.16235823929309845,0.8669766783714294,611.0997314453125,402.7281494140625,745.34619140625,274.28546142578125,609.6343383789062,400.697998046875,741.0054931640625,273.869140625
106,"(0, 2)",0,2,463.22536755,29,4,0.1423373967409134,0.1158926784992218,0.8410919904708862,609.221923828125,376.211669921875,753.7919921875,249.49554443359375,608.1460571289062,375.021484375,749.082763671875,249.5830078125
107,"(0, 2)",0,2,463.22536755,29,5,0.13837498426437378,0.06754753738641739,0.8216509819030762,608.5675048828125,347.7852783203125,760.8660888671875,221.58737182617188,607.80126953125,347.1741943359375,755.76708984375,222.29725646972656
108,"(0, 2)",0,2,463.22536755,29,6,0.0988909900188446,0.1639336496591568,0.8781628012657166,580.1195068359375,401.2318115234375,719.4442138671875,275.61077880859375,579.3397827148438,399.6312561035156,716.2901000976562,275.26129150390625
109,"(0, 2)",0,2,463.22536755,29,7,0.09160590171813965,0.11641360074281693,0.8520928621292114,577.2652587890625,375.3027648925781,726.7453002929688,249.44834899902344,576.75634765625,374.45550537109375,723.3164672851562,249.54148864746094
110,"(0, 2)",0,2,463.22536755,29,8,0.09013716131448746,0.06894377619028091,0.8315275311470032,577.431884765625,347.37884521484375,735.016845703125,222.3675994873047,577.1144409179688,347.01190185546875,731.167236328125,222.9791259765625
111,"(0, 2)",0,2,463.22536755,29,9,0.04529665783047676,0.16389861702919006,0.8854885697364807,548.6426391601562,401.1285400390625,692.685791015625,274.6510925292969,548.3313598632812,399.7601318359375,690.5789184570312,274.4012145996094
112,"(0, 2)",0,2,463.22536755,29,10,0.039741769433021545,0.11871553212404251,0.8628410696983337,545.8206787109375,376.1908874511719,698.864013671875,249.92385864257812,545.6388549804688,375.5064697265625,696.5653076171875,250.00128173828125
113,"(0, 2)",0,2,463.22536755,29,11,0.03649342432618141,0.07058046758174896,0.8395769000053406,544.3240356445312,348.4990539550781,706.779296875,222.11195373535156,544.2349853515625,348.2637939453125,704.1203002929688,222.62095642089844
114,"(1, 2)",1,2,463.227141725,29,1,0.19622375071048737,0.11436424404382706,0.836422860622406,955.2091064453125,467.2726135253906,780.2711791992188,249.41200256347656,955.0256958007812,465.8182678222656,774.1768798828125,249.4800262451172
115,"(1, 2)",1,2,463.227141725,29,2,0.18883518874645233,0.06826043874025345,0.8113893866539001,947.6375122070312,403.53448486328125,789.152099609375,222.99143981933594,947.4088745117188,402.2633056640625,782.5711669921875,223.72866821289062
116,"(1, 2)",1,2,463.227141725,29,4,0.14424267411231995,0.1151801273226738,0.8456296920776367,889.6712036132812,472.2589111328125,753.7919921875,249.49554443359375,888.8236083984375,470.9122619628906,749.082763671875,249.5830078125
117,"(1, 2)",1,2,463.227141725,29,5,0.140889510512352,0.06619484722614288,0.8274306654930115,882.7731323242188,408.77001953125,760.8660888671875,221.58737182617188,882.2338256835938,407.7607421875,755.76708984375,222.29725646972656
118,"(1, 2)",1,2,463.227141725,29,7,0.0937119722366333,0.11564977467060089,0.8568776845932007,824.634765625,477.4992370605469,726.7453002929688,249.44834899902344,823.980712890625,476.4343566894531,723.3164672851562,249.54148864746094
119,"(1, 2)",1,2,463.227141725,29,8,0.08749030530452728,0.069289930164814,0.8317273259162903,817.7559814453125,413.9881286621094,735.016845703125,222.3675994873047,817.4588012695312,413.2710266113281,731.167236328125,222.9791259765625
120,"(1, 2)",1,2,463.227141725,29,10,0.042841654270887375,0.11613377928733826,0.8681705594062805,759.9932861328125,482.4529724121094,698.864013671875,249.92385864257812,759.613525390625,481.6737365722656,696.5653076171875,250.00128173828125
121,"(1, 2)",1,2,463.227141725,29,11,0.03737255558371544,0.0690789669752121,0.8434678912162781,753.650390625,418.9194030761719,706.779296875,222.11195373535156,753.5550537109375,418.4538879394531,704.1203002929688,222.62095642089844
