,pair,port_A,port_B,time,sync_index,id,x_pos,y_pos,z_pos,x_A_raw,y_A_raw,x_B_raw,y_B_raw,x_A_undistorted,y_A_undistorted,x_B_undistorted,y_B_undistorted
1973,"(1, 2)",1,2,481.8960945,137,3,-0.00181318,-0.064742139,1.155666189,629.7369385,414.2103577,602.4979248,177.2482758,629.7227945,414.0617571,602.0782391,177.7474548
1974,"(0, 1)",0,1,482.0712487,138,2,-0.006658434,-0.130558406,1.024666895,516.6665039,237.933075,641.4810791,309.0705261,516.6713202,237.8451646,641.6472788,308.9113549
1975,"(0, 1)",0,1,482.0712487,138,5,-0.051940114,-0.114619129,1.040534578,494.7720947,246.8570099,596.8789063,329.1982727,494.7860275,246.7854864,596.9475215,329.1342938
1976,"(0, 1)",0,1,482.0712487,138,8,-0.093797742,-0.109345192,1.077624001,475.0296631,250.7782745,553.1453857,349.3432007,475.0978674,250.7333897,553.1567328,349.3291011
1977,"(0, 1)",0,1,482.0712487,138,11,-0.139424288,-0.090433668,1.087756738,454.1807251,260.2536011,509.9841309,369.1962585,454.3836975,260.2293294,509.9835601,369.1872254
1978,"(0, 2)",0,2,482.069236,138,2,-0.008730669,-0.130202364,1.028260519,516.6665039,237.933075,633.3302612,131.8335571,516.6713202,237.8451646,632.0609395,133.4610155
1979,"(0, 2)",0,2,482.069236,138,5,-0.054974047,-0.117044823,1.054191512,494.7720947,246.8570099,606.5813599,138.3533783,494.7860275,246.7854864,605.8516175,139.5876669
1980,"(0, 2)",0,2,482.069236,138,8,-0.097173979,-0.109536361,1.073099084,475.0296631,250.7782745,584.0535889,142.8415833,475.0978674,250.7333897,583.646649,143.8305633
1981,"(0, 2)",0,2,482.069236,138,11,-0.14411026,-0.092232536,1.095504991,454.1807251,260.2536011,558.71521,151.2300415,454.3836975,260.2293294,558.5726649,151.9524704
1982,"(1, 2)",1,2,482.0707435,138,2,-0.006051878,-0.130723055,1.027074553,641.4810791,309.0705261,633.3302612,131.8335571,641.6472788,308.9113549,632.0609395,133.4610155
1983,"(1, 2)",1,2,482.0707435,138,3,0.00765364,-0.060657712,1.130438642,642.1313477,409.5977478,613.3772583,175.4986572,642.1281626,409.4401056,612.8110899,176.0879292
1984,"(1, 2)",1,2,482.0707435,138,4,-0.022295297,-0.088254126,1.087182492,619.6288452,369.9342651,611.0040283,158.395752,619.6696499,369.8542517,610.3553567,159.2463972
1985,"(1, 2)",1,2,482.0707435,138,5,-0.048847688,-0.122150337,1.057936399,596.8789063,329.1982727,606.5813599,138.3533783,596.9475215,329.1342938,605.8516175,139.5876669
1986,"(1, 2)",1,2,482.0707435,138,6,-0.037830468,-0.046251784,1.149301324,598.9155273,428.5585632,591.5446777,181.398407,598.8806948,428.4106766,591.2564934,181.7892378
1987,"(1, 2)",1,2,482.0707435,138,7,-0.066735228,-0.075569362,1.109976222,576.026001,389.3915405,587.4935303,164.5858154,576.0201677,389.3388918,587.1620724,165.187705
1988,"(1, 2)",1,2,482.0707435,138,8,-0.092603469,-0.110294039,1.080874194,553.1453857,349.3432007,584.0535889,142.8415833,553.1567328,349.3291011,583.646649,143.8305633
1989,"(1, 2)",1,2,482.0707435,138,9,-0.082808757,-0.034930403,1.176812991,555.7891846,447.0819702,567.53479,187.6093903,555.7584031,446.9024235,567.4310639,187.8479686
