,frame,ID,u_A,v_A,u_B,v_B,X,Y,Z
84,7,0,770.1994018554688,142.7666778564453,616.785400390625,338.1796569824219,-0.12325511812089486,-0.2718225884649009,0.6244080912417572
85,7,1,836.296142578125,172.92486572265625,700.8429565429688,350.17523193359375,-0.08846401231304545,-0.27055714150462995,0.6669999245599564
86,7,2,896.8735961914062,198.2439422607422,780.559814453125,361.2036437988281,-0.05181514571290957,-0.26921045050894765,0.7069322958831176
87,7,3,768.2140502929688,232.5008087158203,609.7904663085938,417.5216979980469,-0.1246605659784509,-0.21761852205786344,0.6251241114849271
88,7,4,833.7127075195312,256.96173095703125,693.80126953125,427.3046569824219,-0.09042457843345482,-0.21667180024550514,0.6683635772054811
89,7,5,892.455322265625,277.1655578613281,772.7962646484375,436.6156311035156,-0.05512870808991273,-0.2157599103498073,0.70909073824454
90,7,6,767.3416137695312,320.5068664550781,602.4341430664062,495.6795349121094,-0.125173566967846,-0.16390681912500818,0.6248520229060075
91,7,7,831.9718627929688,338.92706298828125,685.8997802734375,503.6065368652344,-0.09155464730347926,-0.1631494875372604,0.6681443041910252
92,7,8,889.7064819335938,354.6966857910156,765.2764892578125,511.34503173828125,-0.05714909814109415,-0.16236761332434982,0.7101144732826
93,7,9,765.7180786132812,407.66357421875,594.3802490234375,573.4782104492188,-0.1259713058266245,-0.11038512491658983,0.6240677394305746
94,7,10,830.1664428710938,420.3276062011719,678.08935546875,579.3699951171875,-0.09266324607010316,-0.10982175673304505,0.6678350947151427
95,7,11,887.6137084960938,431.21856689453125,757.2567138671875,585.26904296875,-0.058594583136333166,-0.10921113000583667,0.7100443711583374
96,8,0,719.2431640625,212.73220825195312,629.6608276367188,385.64117431640625,-0.1637978861000453,-0.24309752601526163,0.6624902673037936
97,8,1,785.605712890625,233.04507446289062,707.2582397460938,392.4999694824219,-0.12838013008299023,-0.2443666195010218,0.7045581880062393
98,8,2,845.6306762695312,249.3395538330078,780.727294921875,397.51422119140625,-0.09188016793884497,-0.2463291692028071,0.7441139200566923
99,8,3,735.3270263671875,289.25347900390625,623.1932373046875,456.3020935058594,-0.15149337655937004,-0.19126379810232277,0.654363763437847
100,8,4,801.3441162109375,305.2173156738281,701.6981201171875,461.3066101074219,-0.11622037425399126,-0.19275387371139957,0.6962134350715071
101,8,5,860.1846923828125,317.53826904296875,776.8685302734375,465.5357360839844,-0.080505439298217,-0.1949533939050575,0.7367068345362708
102,8,6,752.4495849609375,366.70025634765625,616.3077392578125,528.4627685546875,-0.13872696375169283,-0.14004888756127545,0.6457703323821862
103,8,7,817.9751586914062,377.3680725097656,696.248046875,532.3887329101562,-0.10355016529212652,-0.14178981050015266,0.6874882948123853
104,8,8,875.61328125,386.70074462890625,772.6201171875,535.6179809570312,-0.06865416541305004,-0.14368959698721054,0.7285966240722103
105,8,9,769.413818359375,445.6950988769531,608.0980224609375,604.3372802734375,-0.12604964618013956,-0.08862571564980752,0.6362769596374545
106,8,10,834.4424438476562,451.3955078125,690.2589721679688,605.9359130859375,-0.09128315120087896,-0.09083368621201653,0.6787738690733206
107,8,11,891.6045532226562,455.9233703613281,768.1617431640625,608.090087890625,-0.05646498846891938,-0.09297107911507296,0.719896631160105
108,9,0,683.06982421875,242.3846893310547,618.131591796875,407.5335388183594,-0.189545469081976,-0.22666628328910501,0.6705831932583284
109,9,1,750.5081787109375,258.63970947265625,693.7646484375,412.083740234375,-0.1543660317417669,-0.2293760603679156,0.7128408295542581
110,9,2,810.61572265625,272.32574462890625,765.5153198242188,414.9463806152344,-0.11889125367600027,-0.23261921138219657,0.7535117210822753
111,9,3,709.5447998046875,309.4251403808594,611.8024291992188,471.59375,-0.1686274102742639,-0.17895832063526915,0.6568740361615405
112,9,4,776.02734375,322.71954345703125,689.4573974609375,474.37652587890625,-0.1341084588364954,-0.1817163865826697,0.6994973644645015
113,9,5,834.869873046875,332.5530090332031,763.53515625,476.7377624511719,-0.09929706811042859,-0.18513617972542845,0.7407367485344865
114,9,6,737.0244750976562,378.65435791015625,604.4410400390625,538.4300537109375,-0.14777030950061387,-0.13184049645296522,0.6427466504348409
115,9,7,802.9231567382812,387.0304870605469,684.4619750976562,540.2379150390625,-0.11328702947085016,-0.1348379190339408,0.6850851108176949
116,9,8,860.6690063476562,394.4530334472656,761.2431640625,541.4898071289062,-0.07918963713393357,-0.13796846373910887,0.7273585747484047
117,9,9,765.4766845703125,450.4544677734375,595.7521362304688,610.5740966796875,-0.12680775424124804,-0.0845766073656421,0.627800735799647
118,9,10,830.3837890625,454.55987548828125,679.2398681640625,610.4027099609375,-0.09293567240446116,-0.0877766706926111,0.6711219602768709
119,9,11,887.5997314453125,457.4575500488281,757.8411254882812,610.4680786132812,-0.058745193972290534,-0.09111879939694523,0.7126368373994981
120,10,0,671.7239379882812,278.50665283203125,607.260986328125,439.1094970703125,-0.19614406187757882,-0.20207805481046648,0.6677637917742084
121,10,1,738.5101928710938,294.1873779296875,683.2880859375,444.1899108886719,-0.16238800552538074,-0.2040850290464664,0.7115144888073212
122,10,2,797.9136962890625,306.68475341796875,754.5324096679688,446.5289611816406,-0.12818329686249588,-0.20719792990214234,0.7530982483870636
123,10,3,703.5151977539062,339.93524169921875,599.7557373046875,499.54180908203125,-0.17082165544924638,-0.15783734686742246,0.6504523138209648
124,10,4,769.4942016601562,352.44110107421875,678.2113037109375,502.3291320800781,-0.1375321083684693,-0.16017177364802862,0.6942034163240068
125,10,5,827.093994140625,361.5993347167969,752.5706176757812,504.7571105957031,-0.1043487753794757,-0.16315486119713404,0.7367642868841723
126,10,6,736.617431640625,404.2417907714844,591.2559814453125,564.089599609375,-0.14576835162150414,-0.11396391289127013,0.6329975690314993
127,10,7,802.0166625976562,411.8702087402344,672.81787109375,565.5264892578125,-0.1124564397047831,-0.11669340345638253,0.6764792683730676
128,10,8,858.81982421875,418.66461181640625,750.298095703125,566.7266235351562,-0.07962398331123081,-0.1193917649303384,0.7195965638419175
129,10,9,771.4273071289062,471.2093811035156,581.1664428710938,634.4695434570312,-0.12054915512987457,-0.07025697856788445,0.6146769186651017
130,10,10,835.7190551757812,474.5447998046875,666.636962890625,634.2069091796875,-0.08770030621214978,-0.07307702130378396,0.6586774118792629
131,10,11,892.0331420898438,477.6556396484375,747.5056762695312,634.1611328125,-0.054760972789983334,-0.07574886828002796,0.7018369936015925
132,11,0,563.6215209960938,304.2881774902344,539.939697265625,460.3886413574219,-0.25970331771859634,-0.18012359451003254,0.6501378453008906
133,11,1,643.8662719726562,314.4912109375,613.6738891601562,462.49407958984375,-0.22138621854263069,-0.1840935370870618,0.6900646601673008
134,11,2,715.7757568359375,321.54400634765625,684.0856323242188,461.92083740234375,-0.1823682596488002,-0.1895049605708908,0.7278933785426326
135,11,3,591.2868041992188,365.35052490234375,526.4302978515625,518.3612670898438,-0.23451260121176848,-0.13684173011068218,0.6298612932057043
136,11,4,672.171142578125,372.0522766113281,602.5421752929688,518.4439086914062,-0.1963146870178542,-0.14134678345234597,0.669407148806202
137,11,5,744.05615234375,377.173583984375,676.5953369140625,518.4775390625,-0.15790490219139536,-0.1461116545743508,0.7082940166078172
138,11,6,620.6113891601562,429.6430358886719,510.7470703125,580.1547241210938,-0.2092242233119761,-0.09414174687599243,0.6088029319760755
139,11,7,702.4373168945312,432.17230224609375,590.811767578125,579.6099853515625,-0.17099705924989891,-0.09880946259959697,0.6486679947777677
140,11,8,773.9111328125,434.0505676269531,668.2429809570312,578.6963500976562,-0.13329710181971807,-0.10367824438532759,0.6881690949405226
141,11,9,652.1342163085938,497.7120361328125,493.7759094238281,647.6065673828125,-0.18378943430253716,-0.05168194107141138,0.5876636602257241
142,11,10,734.1716918945312,495.7615966796875,577.5021362304688,646.2581787109375,-0.14586829597360798,-0.056393065816225364,0.6275668223296366
143,11,11,805.4906616210938,494.1420593261719,658.4797973632812,644.5455322265625,-0.10856132692983968,-0.061146009104520886,0.6673302586009309
144,12,0,460.6336975097656,323.4266662597656,471.22296142578125,477.9420166015625,-0.3112820055406262,-0.1605906603270072,0.6223170468709263
145,12,1,552.1678466796875,329.37933349609375,543.75390625,477.3211364746094,-0.2711149201597345,-0.16650617453199565,0.6603465448909452
146,12,2,633.83447265625,332.6282653808594,614.1466064453125,474.5106506347656,-0.23054360244800368,-0.17382235352847977,0.6971152749954868
147,12,3,486.6483459472656,383.7228698730469,453.4270324707031,533.58544921875,-0.2847828319571579,-0.11930323163662188,0.6000112880585505
148,12,4,580.1729125976562,386.1466369628906,529.1492919921875,531.409423828125,-0.2445010953525293,-0.12567758226172498,0.6380327555120932
149,12,5,662.4605102539062,387.62841796875,602.8611450195312,529.644775390625,-0.2043735604469482,-0.13205530368478652,0.675249472225277
150,12,6,514.7879028320312,448.41253662109375,433.0345153808594,593.3812255859375,-0.25798212216689376,-0.0783853595823721,0.5769766392272048
151,12,7,609.8756103515625,446.42010498046875,512.2464599609375,590.6121826171875,-0.2177415156237287,-0.08492735843132326,0.6148482293529058
152,12,8,693.202392578125,444.533447265625,589.3609619140625,588.2438354492188,-0.17775341982805043,-0.09133329383474546,0.65208130358735
153,12,9,545.2212524414062,517.4857788085938,411.0780029296875,659.4302978515625,-0.2311365372073674,-0.03761878220964385,0.5540612356837724
154,12,10,641.7310791015625,510.8740539550781,493.6570739746094,655.7620849609375,-0.19098308963994506,-0.044277397458077815,0.5915547851522039
155,12,11,725.7365112304688,504.99456787109375,575.2770385742188,652.5133056640625,-0.15148197802320065,-0.05077211042485335,0.6295335516487087
156,13,0,373.67950439453125,357.64849853515625,429.3078308105469,501.1369323730469,-0.3580504089503745,-0.13716771224293645,0.6118378851203654
157,13,1,471.7804260253906,360.12103271484375,499.9331970214844,499.34503173828125,-0.31767356956021187,-0.14397055599132738,0.6494569886225862
158,13,2,559.3953857421875,360.2430725097656,567.6450805664062,496.1626281738281,-0.27618424622996496,-0.15179377777211864,0.684639820053408
159,13,3,398.38427734375,411.95751953125,407.12469482421875,551.253662109375,-0.32862346605055265,-0.10015136955930655,0.5858345745665926
160,13,4,499.5647277832031,410.64825439453125,481.3354797363281,548.0650024414062,-0.2879738085975258,-0.10752464615463447,0.6233696156151081
161,13,5,588.352294921875,409.70001220703125,554.1653442382812,545.2476196289062,-0.24783979959136737,-0.11465935913942164,0.6607854532747365
162,13,6,425.57830810546875,470.7759704589844,382.6137390136719,605.8562622070312,-0.29908408238319234,-0.06352856043616904,0.5597632269051193
163,13,7,529.28271484375,466.0927429199219,460.4375305175781,602.2620849609375,-0.25848535942365153,-0.07073270154597003,0.5971068756577302
164,13,8,620.2979736328125,461.4547119140625,537.1851806640625,598.472900390625,-0.21816966908904592,-0.07816893741469452,0.6344735233653668
165,13,9,454.9601135253906,535.3452758789062,355.4078063964844,666.5771484375,-0.26978728711617755,-0.026819058100356508,0.5337365151693436
166,13,10,561.51318359375,526.0540771484375,437.3811340332031,662.3263549804688,-0.22909185195645196,-0.03410659901407813,0.5708893650522624
167,13,11,654.2205810546875,517.2692260742188,518.115478515625,657.87451171875,-0.18884958386516465,-0.04163722274524436,0.608059604237026
168,14,0,317.0603942871094,387.7429504394531,400.2082824707031,521.4259643554688,-0.385607331484884,-0.11718856658954818,0.6019523819765836
169,14,1,419.91485595703125,386.4491882324219,469.6406555175781,518.3267211914062,-0.34491557403967227,-0.12508412866722443,0.6389038549230245
170,14,2,511.551025390625,383.2449951171875,537.1966552734375,513.2091674804688,-0.30371539660450714,-0.1343886864065152,0.6745852387329917
171,14,3,339.7066345214844,444.2369079589844,377.01220703125,571.7788696289062,-0.35618879262750247,-0.08024832316130692,0.5760272833231318
172,14,4,445.6681213378906,439.02490234375,449.6615295410156,567.5044555664062,-0.3153664090981474,-0.08856723496198816,0.6127748762873322
173,14,5,539.7388305664062,434.316162109375,521.5023193359375,563.3140869140625,-0.2744196958280785,-0.09689947658865392,0.6493928972333305
174,14,6,364.44927978515625,505.3608093261719,351.4785461425781,626.6996459960938,-0.32678648183838926,-0.043691910444720185,0.5500924187799374
175,14,7,474.17047119140625,496.0492858886719,427.55035400390625,621.833984375,-0.28540754961963477,-0.05209206560199775,0.5863713948060318
176,14,8,570.4619140625,487.77142333984375,503.2781677246094,616.7427978515625,-0.2446275721755449,-0.06056673830138316,0.6231778878835739
177,14,9,391.5772705078125,572.21484375,323.244140625,687.7147216796875,-0.2973381595985253,-0.007148537387122766,0.5241116196848217
178,14,10,504.87408447265625,557.8208618164062,403.2873229980469,682.26611328125,-0.25570276783688517,-0.015693895830721998,0.5601388892824022
179,14,11,603.2996826171875,545.4677734375,482.70318603515625,676.4780883789062,-0.21495696705696166,-0.024171601727895,0.5966344946100427
180,15,0,258.8943176269531,419.7221984863281,368.389892578125,542.8436889648438,-0.41056667590304297,-0.09616512694026846,0.5886179202781827
181,15,1,367.20416259765625,415.0909729003906,437.5010986328125,538.8032836914062,-0.36991689804719347,-0.10485087408663529,0.6254919343976918
182,15,2,463.2908020019531,408.99432373046875,504.60064697265625,532.924560546875,-0.32877504958872794,-0.11486534687995828,0.6610104731202069
183,15,3,280.3668518066406,477.5839538574219,344.1221008300781,593.5121459960938,-0.38048146985800463,-0.05982779269724301,0.5625710419141696
184,15,4,391.6468505859375,469.1552429199219,416.2680358886719,588.2239990234375,-0.34006312130305183,-0.06879614443502755,0.5992915078026828
185,15,5,490.85040283203125,461.2935485839844,487.46630859375,582.8640747070312,-0.29893956656067044,-0.07797503251435574,0.6355226365344792
186,15,6,303.2633056640625,540.890380859375,317.4230041503906,648.4976806640625,-0.35095667505450895,-0.023785277242810075,0.5367753919778016
187,15,7,418.6667785644531,527.6574096679688,392.8446350097656,642.7611083984375,-0.3098669430369079,-0.032887224681955145,0.5728831561568544
188,15,8,520.6912841796875,516.231689453125,467.7108459472656,636.874755859375,-0.26867504142224374,-0.04199378095584845,0.6090660451467936
189,15,9,328.47198486328125,610.5242919921875,287.6809997558594,709.5310668945312,-0.32128353177910124,0.012287468887763067,0.5107844653046593
190,15,10,448.1758117675781,592.0154418945312,367.1180114746094,703.3381958007812,-0.2798254093316213,0.0031614537740215372,0.5466792420680013
191,15,11,553.0123901367188,575.6452026367188,446.3035888671875,697.1417236328125,-0.23854614460691512,-0.005989264940686775,0.5829019893117329
192,16,0,217.46524047851562,449.6575927734375,348.5804443359375,561.7283325195312,-0.4291742790427655,-0.07789422665748302,0.5815297530126187
193,16,1,328.1639709472656,442.4248962402344,416.7831726074219,557.2501220703125,-0.3892008265105184,-0.08692156318158623,0.6182525747251287
194,16,2,426.9677734375,434.23779296875,483.5697021484375,550.5830078125,-0.3485839974703818,-0.0974239642996438,0.6541479827961534
195,16,3,236.9801025390625,509.4190368652344,324.1207580566406,612.6197509765625,-0.3996280237185454,-0.041691182413192786,0.5560334622614059
196,16,4,351.4508361816406,497.9726257324219,395.1734619140625,606.5717163085938,-0.35942444986801486,-0.051199475316252636,0.5924061716420176
197,16,5,453.8323974609375,487.4004211425781,465.9612731933594,600.88623046875,-0.3184200603705124,-0.06080089873904434,0.6287077306237616
198,16,6,258.1185607910156,574.4699096679688,296.5247802734375,667.7208862304688,-0.3699413590911116,-0.005943547422993046,0.53006440247637
199,16,7,377.45562744140625,557.8812255859375,371.46466064453125,661.6674194335938,-0.3289986902062282,-0.015446884081557838,0.5662330251475048
200,16,8,483.1363525390625,543.504638671875,445.304443359375,654.879150390625,-0.2876062437543715,-0.025217504438416728,0.6020038462287471
201,16,9,281.7376708984375,646.1974487304688,266.4287414550781,728.6702880859375,-0.3402569507502091,0.029836252435887854,0.5043402165915439
202,16,10,405.7542419433594,624.04248046875,344.76348876953125,722.1066284179688,-0.2986835911458137,0.02024399318850023,0.539884590894814
203,16,11,514.3939208984375,604.7106323242188,422.764892578125,715.10400390625,-0.2573162350958111,0.010554805879068707,0.5756987374712962
204,17,0,297.8291931152344,441.0430603027344,380.2980041503906,560.9633178710938,-0.389319618726866,-0.08402495979451043,0.5904896809572124
205,17,1,403.12847900390625,436.5377197265625,450.8926696777344,557.3098754882812,-0.3494159938302494,-0.09206922841751694,0.628238954038974
206,17,2,496.689208984375,430.7026062011719,519.3477172851562,551.9054565429688,-0.3088301413966872,-0.1013968342678133,0.6646166794384726
207,17,3,321.9320068359375,499.61572265625,356.769775390625,612.8480224609375,-0.35894615094896587,-0.047888526742016956,0.5647233809756406
208,17,4,430.53521728515625,490.9190673828125,430.6043395996094,608.08349609375,-0.3187081903153445,-0.05626734958530668,0.6020931426727139
209,17,5,526.5166015625,483.1930847167969,503.6835632324219,603.3515014648438,-0.2784752256678404,-0.0646745713067896,0.6395862913911057
210,17,6,348.32379150390625,563.0438232421875,330.85107421875,669.6410522460938,-0.3285671571888116,-0.012122693717272676,0.5389544966221799
