,Sync_Index,Port_0_Time,Port_1_Time,Port_2_Time
60,60,249083.8457554,dropped,249083.83550515
61,61,dropped,249083.88741535,249083.86829485
62,62,dropped,dropped,249083.90133800003
63,63,dropped,dropped,249083.9684118
64,64,dropped,249084.01789395,249084.00105989998
65,65,dropped,249084.01789395,249084.00105989998
66,66,249084.04186955,dropped,249084.03504065
67,67,249084.13960425,dropped,249084.13494375
68,68,249084.13960425,dropped,249084.13494375
69,69,249084.13960425,dropped,249084.13494375
70,70,dropped,249084.1565866,249084.16895015
71,71,dropped,dropped,249084.20124055
72,72,249084.24587609997,dropped,249084.23535225
73,73,dropped,249084.28735055,249084.26851219998
74,74,dropped,dropped,249084.30249904998
75,75,dropped,249084.41807905,249084.40159055
76,76,dropped,249084.41807905,249084.40159055
77,77,dropped,249084.41807905,249084.40159055
78,78,249084.4416649,dropped,249084.4354654
79,79,249084.53933805,dropped,249084.5354481
80,80,249084.53933805,dropped,249084.5354481
81,81,249084.53933805,dropped,249084.5354481
82,82,dropped,249084.55660965003,249084.56802145
83,83,dropped,dropped,249084.60149924998
84,84,249084.64535585,dropped,249084.63585164997
85,85,dropped,249084.68757185,249084.66845185
86,86,dropped,dropped,249084.70248185
87,87,dropped,249084.81818895,249084.8016814
88,88,dropped,249084.81818895,249084.8016814
89,89,dropped,249084.81818895,249084.8016814
90,90,249084.84178790002,dropped,249084.83567025
91,91,249084.93959169998,dropped,249084.93543795001
92,92,249084.93959169998,dropped,249084.93543795001
93,93,249084.93959169998,dropped,249084.93543795001
94,94,dropped,249084.9564747,249084.9685511
95,95,dropped,dropped,249085.0014793
96,96,249085.04536450002,dropped,249085.03510865
97,97,dropped,249085.08705590002,249085.06886175
98,98,dropped,dropped,249085.1017555
99,99,dropped,249085.2176525,249085.20181990002
100,100,dropped,249085.2176525,249085.20181990002
101,101,dropped,249085.2176525,249085.20181990002
102,102,249085.2412739,dropped,249085.23491655
103,103,249085.33966955,dropped,249085.33478675
104,104,249085.33966955,dropped,249085.33478675
105,105,249085.33966955,dropped,249085.33478675
106,106,dropped,249085.35662854998,249085.3687741
107,107,dropped,dropped,249085.40190245002
108,108,249085.444991,dropped,249085.4353674
109,109,dropped,249085.4872955,249085.46796475002
110,110,dropped,dropped,249085.50181085
111,111,dropped,249085.61785465,249085.60193595
112,112,dropped,249085.61785465,249085.60193595
113,113,dropped,249085.61785465,249085.60193595
114,114,249085.64167029998,dropped,249085.63471185
115,115,249085.73938665,dropped,249085.73457124998
116,116,249085.73938665,dropped,249085.73457124998
117,117,249085.73938665,dropped,249085.73457124998
118,118,dropped,249085.75687235,249085.76850965
119,119,dropped,dropped,249085.80083894997
120,120,249085.84544545,dropped,249085.8357154
